adm1_name,adm2_name,survey_date,survey_month,resp_age,resp_gender,hh_agricactivity,hh_gender,hh_education,hh_wealth_water,hh_wealth_toilet,hh_wealth_light,hh_residencetype,hh_size,hh_maritalstat,hh_age,income_main,income_main_amount,income_main_comp,income_sec,income_sec_amount,income_sec_comp,income_third,income_third_amount,income_third_comp,tot_income,covid_goodstransp,covid_marketclosed,covid_borderclosed,covid_stayhome,covid_gatherings,covid_processclosed,covid_none,shock_noshock,shock_sicknessordeathofhh,shock_lostemplorwork,shock_otherintrahhshock,shock_higherfoodprices,shock_higherfuelprices,shock_cantworkordobusiness,shock_othereconomicshock,shock_pestoutbreak,shock_plantdisease,shock_animaldisease,shock_napasture,shock_othercropandlivests,shock_coldtemporhail,shock_flood,shock_hurricane,shock_drought,shock_othernathazard,shock_violenceinsecconf,shock_theftofprodassets,shock_fire,shock_othermanmadehazard,crp_main,crp_landsize,crp_irrigation,crp_seed_ownprod,crp_seed_market,crp_seed_company,crp_seed_freedist,crp_seed_bank,crp_seed_gov,crp_area_change,crp_harv_change,crp_proddif,crp_proddif_plantdisease,crp_proddif_seedquality,crp_proddif_lostordamaged,crp_proddif_naplot,crp_proddif_nafertilizer,crp_proddif_naseeds,crp_proddif_nainsecticides,crp_proddif_nalabour,crp_proddif_namachinery,crp_proddif_nafuelorelect,crp_proddif_soilerosion,crp_proddif_irrigation,crp_salesdif,crp_saledif_marketing_cost,crp_saledif_damagelosses,crp_saledif_lowdemand,crp_saledif_lowprice,crp_saledif_dif_processing,crp_salesprice,ls_main,ls_num_lastyr,ls_num_now,ls_num_diff,ls_num_nochange,ls_num_inc_didnotsellasmany,ls_num_inc_moreborn,ls_num_inc_purchbarterdmore,ls_num_inc_receivedfree,ls_num_dec_animalsdied,ls_num_dec_soldmoregoodprice,ls_num_dec_soldmoredistsale,ls_num_dec_anmlescloststolen,ls_num_dec_killedorgaveanml,ls_food_supply_openpasture,ls_food_supply_commonpasture,ls_food_supply_fieldselfprodfod,ls_food_supply_purchased,ls_proddif,ls_proddif_diffeedpurchase,ls_proddif_constaccesstopasture,ls_proddif_constaccesstowater,ls_proddif_difaccessvetserv,ls_proddif_difaccessvetinp,ls_proddif_diseases,ls_proddif_theftorinsecurity,ls_proddif_pooraccesstolmarket,ls_proddif_noaccesstocredit,ls_proddif_lackoflabour,ls_salesmain,ls_salesdif,ls_salesdif_smallerprofits,ls_salesdif_damageandlosses,ls_salesdif_lowdemand,ls_salesdif_lowprices,ls_salesdif_slaughterhouse,ls_salesdif_processing,ls_salesprice,need,need_seeds,need_fertilizers,need_pesticides,need_tools,need_accesstoirrigationwater,need_accesstoland,need_animalfeed,need_veterinaryservices,need_veterinaryinputs,need_animalsalemingarantdprice,need_restockinganimals,need_supportforprocessprod,need_supptransofanimalsorprod,need_acstomechanisedequipprod,need_marketingsupport,need_cashassistance,need_loans,need_storageequipmentorfaci,need_techsupporextensionserv,need_landrehabilitation,need_fishequiorothersuppforfish,need_infoonsafetymeasures,shock_count,shock_climate_count,shock_bio_count,shock_economic_count,shock_personal_count,covid_disruption_count,income_source_count,income_primary_share,income_quintile_adm1,ls_pct_change,crp_proddif_count,crp_salesdif_count,needs_expressed_count,chirps_rain_30d_mm,chirps_rain_90d_mm,modis_ndvi_90d_mean,modis_ndvi_90d_std,regional_yield_mean,vulnerability_score,credit_risk
Mashonaland Central,Mazowe,2022-04-23,4,32,Male,No,Male,Completed secondary school,Protected well,Traditional pit latrine (no water),Other (no electric supply to the house),"Recent migrant not forcefully displaced - you have been living in your current place of residence for less than two years and you moved there voluntarily for work, family or other reasons that are not related to conflict or natural disaster",4.0,Married,18 to 40,"Non-agricultural self-employed or liberal profession, doctor, architect, lawyer, including restaurant",,Same,No second most important source of income,,,No third most important source of income,,,0.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0,,2.0,,,,1.0,0.0,0.0,0.35643506451314955,0.034798207407318524,1.5028364458532366,0.0667,LOW
Midlands,Gokwe South,2022-03-29,3,34,Don't know,Yes - crop production,Refused,Completed secondary school,Protected well,Traditional pit latrine (no water),Candle,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",6.0,Married,18 to 40,"Farmer, production and sale of cashcrops",500.0,Less,"Farmer, production and sale of livestock and livestock products",2000.0,Less,Don't know,,,2500.0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,1500.0,5 to 10 ha,Rainfed,No,Yes,No,No,No,No,Less,Less,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,"Poultry (chicken, guineafowl, duck, etc)",30.0,30.0,0.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,"Poultry (chicken, guineafowl, duck, etc.)",Yes,No,No,Yes,No,No,No,Less,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,1.0,0.0,0.0,0.0,2,0.2,2.0,0.0,1.0,,1.0,0.4822365951312006,0.4822365951312006,0.3419889075811121,0.0279565015525952,1.0082494447441954,0.2682,HIGH
Matabeleland North,Binga,2022-05-06,5,50,Male,Yes - livestock production,Male,Completed secondary school,Unprotected well,Traditional pit latrine (no water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",4.0,Married,41 to 65,Public employment,65000.0,Less,"Farmer, production and sale of livestock and livestock products",14000.0,Less,Don't know,,,79000.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goats,15.0,21.0,6.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Goats,Yes,No,No,No,Yes,No,No,Same,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,1.0,0.0,0.0,0.0,1.0,2,0.8227848101265823,5.0,0.4,,,1.0,0.343979614153532,0.343979614153532,0.31520367245290515,0.026317852191821926,0.9032635080148601,0.3069,HIGH
Masvingo,Masvingo,2022-04-18,4,65,Male,Yes - crop production,Male,"Completed higher education (university, college) degree",Private tap from piped water,Traditional pit latrine (no water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",5.0,Married,41 to 65,Stable employment in non-agricultural sector,15000.0,Less,Informal agricultural trade excluding producers,1500.0,Less,No third most important source of income,,,16500.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,8200.0,1 to 5 ha,Rainfed,No,No,Yes,No,No,No,Less,Same,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Refused,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,0.0,0.0,1.0,2,0.9090909090909091,3.0,,2.0,,1.0,2.3407817673060403,5.595982898512133,0.3845092439055682,0.034472365433701864,0.834131608320568,0.1337,MEDIUM
Manicaland,Chipinge,2022-03-29,3,39,Refused,No,Refused,Completed secondary school,Public tap,Traditional pit latrine (no water),Lamp with batteries,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",7.0,Married,18 to 40,Informal agricultural trade excluding producers,12000.0,Less,No second most important source of income,,,No third most important source of income,,,12000.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,No,Less,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,3.0,,,1.0,1.0,4.950148242516516,14.198704266785876,0.38692083561041857,0.03203579374148879,1.3548012832077148,0.2333,HIGH
Matabeleland South,Gwanda,2022-05-08,5,43,Female,Yes - livestock production,Male,Completed secondary school,Protected well,Traditional pit latrine (no water),Lamp with batteries,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",5.0,Married,41 to 65,Stable employment in non-agricultural sector,450000.0,Less,No second most important source of income,,,No third most important source of income,,,450000.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry (chicken, guineafowl, duck, etc)",35.0,20.0,-15.0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,5.0,-0.42857142857142855,,,4.0,0.8002919909773375,0.8691256672703718,0.3226789491024646,0.025137062571997066,1.047395419085191,0.2682,HIGH
Mashonaland West,Chinhoyi,2022-04-20,4,52,Male,No,Male,"Completed higher education (university, college) degree",Private tap from piped water,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",8.0,Married,41 to 65,"Farmer, production and sale of livestock and livestock products",1000.0,Less,No second most important source of income,,,No third most important source of income,,,1000.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry (chicken, guineafowl, duck, etc)",200.0,0.0,-200.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,"Poultry (chicken, guineafowl, duck, etc.)",No,,,,,,,Less,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,2.0,-1.0,,,1.0,0.1030806921853204,0.1030806921853204,0.35603191214907803,0.0429962018564302,1.659140539364503,0.2003,MEDIUM
Mashonaland West,Kadoma Urban,2022-04-09,4,54,Male,Yes - crop production,Male,Completed secondary school,Protected well,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",10.0,Married,41 to 65,Stable employment in non-agricultural sector,160000.0,Same,"Farmer, production and sale of staple crops",145000.0,Less,Don't know,,,305000.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,5 to 10 ha,Rainfed,No,No,Yes,No,No,No,Less,A lot less (less than half as much),Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Less,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5245901639344263,5.0,,1.0,1.0,1.0,0.2334159696832322,0.23490150029626866,0.34216149367096754,0.037728859477982865,1.659140539364503,0.0,LOW
Mashonaland Central,Shamva,2022-04-23,4,53,Female,Yes - crop production,Male,Completed secondary school,Private tap from piped water,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",8.0,Married,18 to 40,"Non-agricultural self-employed or liberal profession, doctor, architect, lawyer, including restaurant",,Less,No second most important source of income,,,No third most important source of income,,,0.0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,1500.0,1 to 5 ha,Rainfed,Yes,No,No,No,No,No,Same,Less,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,0.0,1.0,0.0,0,,2.0,,2.0,,1.0,0.0,0.0,0.37215844260176417,0.050340839585269276,1.5028364458532366,0.2,HIGH
Masvingo,Bikita,2022-04-20,4,26,Male,Yes - crop production,Male,Completed secondary school,Other safe source,Traditional pit latrine (no water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",7.0,Married,18 to 40,"Non-agricultural self-employed or liberal profession, doctor, architect, lawyer, including restaurant",5000.0,Same,No second most important source of income,,,No third most important source of income,,,5000.0,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,Yes,No,No,No,No,More,A lot less (less than half as much),Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,3.0,,1.0,,1.0,10.03799393003019,15.38611337874533,0.3656415881171024,0.0317770054071791,0.834131608320568,0.1333,MEDIUM
Midlands,Gweru,2022-04-18,4,65,Female,Yes - crop production,Female,"Completed higher education (university, college) degree",Private tap from piped water,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",4.0,Married,41 to 65,"Income not derived from work, income from other rents",40000.0,Less,"Farmer, production and sale of livestock and livestock products",15000.0,Less,"Income not derived from work, welfare transfer, pension, humanitarian aid",18000.0,Less,73000.0,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,No,Yes,No,No,No,Same,A lot less (less than half as much),Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,"Poultry (chicken, guineafowl, duck, etc)",50.0,81.0,31.0,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,,,,,,,,,,,"Poultry (chicken, guineafowl, duck, etc.)",Yes,No,No,Yes,No,No,No,Same,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,0.0,0.0,0.0,3,0.547945205479452,5.0,0.62,1.0,,2.0,0.2834378829331131,0.2834378829331131,0.3327232439012489,0.02170900951952007,1.0082494447441954,0.2069,HIGH
Matabeleland North,Bubi,2022-04-24,4,46,Male,Yes - both crop and livestock production,Male,Completed primary school,Protected well,Traditional pit latrine (no water),Candle,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",12.0,Married,Over 65,"Income not derived from work, welfare transfer, pension, humanitarian aid",60000.0,Less,No second most important source of income,,,No third most important source of income,,,60000.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,Yes,Yes,No,No,No,No,Less,A lot less (less than half as much),Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,"Cattle (cow, beef, veal, yak, buffalo)",35.0,29.0,-6.0,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0,4.0,-0.17142857142857143,1.0,,1.0,0.37254434353432764,0.37254434353432764,0.3380286822047484,0.023185784951916474,0.9032635080148601,0.1334,MEDIUM
Matabeleland North,Binga,2022-05-06,5,35,Female,Yes - crop production,Female,Completed secondary school,Protected well,Traditional pit latrine (no water),Lamp with batteries,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",6.0,Separated,18 to 40,"Non-agricultural self-employed or liberal profession, doctor, architect, lawyer, including restaurant",,Less,No second most important source of income,,,No third most important source of income,,,0.0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,Less than 1 ha,Rainfed,No,Yes,No,Yes,No,Yes,Same,Less,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,1.0,0.0,1.0,0.0,0.0,0.0,0,,1.0,,2.0,,2.0,0.343979614153532,0.343979614153532,0.31520367245290515,0.026317852191821926,0.9032635080148601,0.2682,HIGH
Mashonaland West,Karoi,2022-04-09,4,32,Male,Yes - crop production,Male,"Completed higher education (university, college) degree",Protected well,Traditional pit latrine (no water),Lamp with batteries,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",4.0,"Single, never married",18 to 40,"Farmer, production and sale of cashcrops",1000.0,Less,No second most important source of income,,,No third most important source of income,,,1000.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,No,No,Yes,No,Yes,Same,Less,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,2.0,,4.0,1.0,5.0,0.2334159696832322,0.23490150029626866,0.34216149367096754,0.037728859477982865,1.659140539364503,0.3402,HIGH
Manicaland,Mutare,2022-04-13,4,33,Female,Yes - both crop and livestock production,Male,"Completed higher education (university, college) degree",Private tap from piped water,Flush latrine (toilet with water),Other (no electric supply to the house),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",8.0,Married,18 to 40,"Non-agricultural self-employed or liberal profession, doctor, architect, lawyer, including restaurant",40000.0,Same,No second most important source of income,,,No third most important source of income,,,40000.0,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,8200.0,1 to 5 ha,Rainfed,No,No,No,No,Yes,No,More,Less,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,"Poultry (chicken, guineafowl, duck, etc)",50.0,15.0,-35.0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,4.0,-0.7,1.0,,1.0,4.950148242516516,14.198704266785876,0.38692083561041857,0.03203579374148879,1.3548012832077148,0.2016,MEDIUM
Midlands,Gokwe North,2022-04-14,4,69,Male,Yes - crop production,Male,Completed primary school,Protected well,"Open pit (whole in the ground for excrement without water, roof or wall)",Lamp with batteries,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",6.0,Married,Over 65,"Farmer, production and sale of livestock and livestock products",1375000.0,A lot less (less than half as much),No second most important source of income,,,No third most important source of income,,,,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,More than 10 ha,Rainfed,No,Yes,No,No,No,Yes,Less,A lot less (less than half as much),Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,,,,,,,,"Cattle (cow, beef, veal, yak, buffalo)",16.0,24.0,8.0,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,,,,,,,,,,,"Cattle (cow, beef, veal, yak, buffalo)",Yes,No,No,No,Yes,No,No,A lot less (less than half as much),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,0.0,1.0,2.0,1,,,0.5,3.0,,1.0,0.7895670602229239,0.7895670602229239,0.3334521548508888,0.0313593969610665,1.0082494447441954,0.0667,LOW
Matabeleland South,Plumtree,2022-04-15,4,40,Male,Yes - crop production,Male,Completed secondary school,Private tap from piped water,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",5.0,Married,18 to 40,Public employment,240000.0,Same,No second most important source of income,,,No third most important source of income,,,240000.0,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,5 to 10 ha,Rainfed,No,Yes,No,No,No,No,Same,Less,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,1.0,0.0,0.0,0.0,1.0,1.0,1,1.0,5.0,,2.0,,3.0,1.0173550843764865,1.0648447699232855,0.3174694924591209,0.024110530504548016,1.047395419085191,0.0667,LOW
Matabeleland South,Gwanda,2022-05-09,5,60,Male,Yes - both crop and livestock production,Male,Completed primary school,Protected well,Traditional pit latrine (no water),Petrol lamp,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",5.0,Married,41 to 65,"Non-agricultural self-employed or liberal profession, doctor, architect, lawyer, including restaurant",,Less,No second most important source of income,,,No third most important source of income,,,0.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,Less than 1 ha,Rainfed,No,No,No,Yes,No,Yes,Same,Less,No,,,,,,,,,,,,,,,,,,,,"Poultry (chicken, guineafowl, duck, etc)",,25.0,,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0.8002919909773375,0.8691256672703718,0.3226789491024646,0.025137062571997066,1.047395419085191,0.0,LOW
Mashonaland West,Makonde,2022-04-15,4,36,Female,Yes - both crop and livestock production,Male,Completed secondary school,Other safe source,Traditional pit latrine (no water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",5.0,Married,41 to 65,"Non-agricultural self-employed or liberal profession, doctor, architect, lawyer, including restaurant",,Less,No second most important source of income,,,No third most important source of income,,,0.0,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,Yes,No,No,No,No,More,Less,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,"Poultry (chicken, guineafowl, duck, etc)",100.0,50.0,-50.0,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1.0,0,,1.0,-0.5,2.0,,1.0,0.027501191590953256,0.027501191590953256,0.35719726238021665,0.04283205373592025,1.659140539364503,0.1333,MEDIUM
Matabeleland South,Gwanda,2022-05-08,5,46,Male,Yes - crop production,Female,Completed secondary school,Public tap,Traditional pit latrine (no water),Candle,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",6.0,Widowed,Over 65,Off-farm daily wages and other non-agricultural casual employment,5000.0,Less,No second most important source of income,,,No third most important source of income,,,5000.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,Yes,No,No,No,Yes,A lot more (increased by more than 50%),Less,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,2.0,,1.0,,1.0,0.8002919909773375,0.8691256672703718,0.3226789491024646,0.025137062571997066,1.047395419085191,0.2001,HIGH
Manicaland,Mutare,2022-04-04,4,38,Male,Yes - crop production,Male,"Completed higher education (university, college) degree",Public tap,Flush latrine (toilet with water),Other (no electric supply to the house),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",5.0,Married,18 to 40,"Non-agricultural self-employed or liberal profession, doctor, architect, lawyer, including restaurant",6000.0,More,No second most important source of income,,,No third most important source of income,,,6000.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,Less than 1 ha,Rainfed,No,Yes,Yes,No,No,No,Same,Same,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,3.0,,1.0,,2.0,4.950148242516516,14.198704266785876,0.38692083561041857,0.03203579374148879,1.3548012832077148,0.1333,MEDIUM
Mashonaland West,Chinhoyi,2022-04-06,4,37,Male,Yes - crop production,Male,Completed secondary school,Protected well,Traditional pit latrine (no water),Lamp with batteries,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",5.0,Married,18 to 40,Off-farm daily wages and other non-agricultural casual employment,15000.0,A lot less (less than half as much),No second most important source of income,,,No third most important source of income,,,15000.0,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,Yes,No,No,No,No,A lot less (less than half as much),More,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,1.0,0.0,2.0,1,1.0,3.0,,1.0,,3.0,0.1030806921853204,0.1030806921853204,0.35603191214907803,0.0429962018564302,1.659140539364503,0.4069,HIGH
